AHS_Control_Number,Age,Area_Med_Income,FMR,Poverty_Income,BEDRMS,BUILT,Market_value,HH_QTY,HH_Income,Monthly_Hsg,Monthly_Utility,Total_Wage,FMTStructureType,FMTOwnRent,FMTAssisted
1.00262E+11,56,62200,925,15492,2,1980,-6,2,21600,815,215.0833333,0,3 5-19 units,2 Renter,0 Not Assisted
1.00264E+11,63,59156,1102,15452,3,2003,330000,2,101619,766,269.25,99000,1 Single Family,1 Owner,.
1.00264E+11,45,59156,1102,23401,3,2008,90000,4,79974,1169,69,80000,1 Single Family,1 Owner,.
1.00268E+11,32,86700,1104,15517,2,1985,340000,2,237974,1968,105,238000,3 5-19 units,1 Owner,.
1.00268E+11,-9,86700,1104,-6,2,1985,-6,-6,-6,-6,0,-9,3 5-19 units,2 Renter,.
1.00268E+11,68,73738,1204,13984,3,1985,260000,2,14701,1040,207,0,1 Single Family,1 Owner,.
1.00269E+11,34,68700,1129,23428,4,1990,180000,4,144974,1534,325.3333333,145000,1 Single Family,1 Owner,.
1.00269E+11,58,86700,897,12005,1,1980,-6,1,4150,919,84,2000,4 20-49 units,2 Renter,1 Assisted
1.00269E+11,33,69500,1430,18574,3,2004,140000,3,101361,1639,215.8333333,101400,1 Single Family,1 Owner,.
1.00269E+11,-9,86700,1104,-6,2,2006,-6,-6,-6,-6,0,-9,4 20-49 units,2 Renter,.
1.00269E+11,47,68658,1697,23401,4,2006,430000,4,145087,3135,276.5,145000,1 Single Family,1 Owner,.
1.0027E+11,59,86700,1627,12005,3,2007,430000,1,96000,1925,183.25,91470,1 Single Family,1 Owner,.
1.0027E+11,25,86700,1104,18097,2,1985,-6,3,57961,867,91.66666667,58000,3 5-19 units,2 Renter,0 Not Assisted
1.0027E+11,35,69500,1710,23428,4,2005,300000,4,56017,2350,273,53000,1 Single Family,1 Owner,.
1.0027E+11,49,68658,768,12005,1,2008,-6,1,86100,1199,146,86000,4 20-49 units,2 Renter,0 Not Assisted
1.0027E+11,45,69500,1430,15470,3,2008,430000,2,75974,2086,378,76000,1 Single Family,1 Owner,.
1.0027E+11,76,59508,791,11067,2,1980,-6,1,24488,642,142,0,2 2-4 units,2 Renter,0 Not Assisted
1.0027E+11,30,52322,773,15946,2,2008,-6,2,49787,974,124,49800,1 Single Family,2 Renter,0 Not Assisted
1.00273E+11,49,95372,1877,23901,3,2005,450000,4,115774,1093,205,115000,1 Single Family,1 Owner,.
1.00273E+11,81,91800,1410,13964,2,1990,-6,2,53900,1126,125.9166667,0,1 Single Family,2 Renter,0 Not Assisted
1.00273E+11,31,95372,1877,12055,3,2004,340000,1,84987,2375,333.5,85000,1 Single Family,1 Owner,.
1.00273E+11,81,91800,1135,18622,1,1980,-6,3,70974,1086,96,71000,3 5-19 units,2 Renter,0 Not Assisted
1.00277E+11,44,66500,934,23401,3,1990,180000,4,94988,1259,325.5833333,95000,1 Single Family,1 Owner,.
1.00277E+11,41,61917,1056,18622,3,1985,-6,3,40980,1037,87.08333333,31993,2 2-4 units,2 Renter,0 Not Assisted
1.00281E+11,52,62611,1153,15492,3,2008,-6,2,35090,629,133.4166667,20223,1 Single Family,2 Renter,0 Not Assisted
1.00281E+11,38,62611,1328,23462,4,1985,600000,4,279987,2596,366.3333333,260000,1 Single Family,1 Owner,.
1.00282E+11,85,91800,1955,13948,3,1980,1020000,2,39400,1044,302.3333333,0,1 Single Family,1 Owner,.
1.00282E+11,54,61292,951,11994,3,1980,-6,1,36987,698,181,37000,1 Single Family,2 Renter,0 Not Assisted
1.00283E+11,61,65100,615,12005,1,1980,100000,1,39400,965,93,25000,2 2-4 units,1 Owner,.
1.00284E+11,56,69200,643,12055,1,1980,-6,1,23987,631,101,24000,3 5-19 units,2 Renter,0 Not Assisted
1.00284E+11,35,69200,643,12055,1,1980,-6,1,22987,621,101,23000,3 5-19 units,2 Renter,0 Not Assisted
1.00284E+11,45,64362,1209,12005,4,2003,180000,1,72000,1719,194,60000,1 Single Family,1 Owner,.
1.00284E+11,66,57596,517,11096,1,1980,140000,1,40050,467,175.3333333,350,1 Single Family,1 Owner,.
1.00284E+11,25,57596,664,15517,2,1985,-6,2,57974,805,144,58000,1 Single Family,2 Renter,0 Not Assisted
1.00284E+11,41,69200,830,12019,2,1985,-6,1,33987,669,69.33333333,34000,2 2-4 units,2 Renter,0 Not Assisted
1.00285E+11,56,57596,883,18070,3,1990,80000,3,73961,814,132.6666667,74000,1 Single Family,1 Owner,.
1.00285E+11,60,57596,991,15452,4,2003,180000,2,79974,1001,176,80000,1 Single Family,1 Owner,.
1.00285E+11,28,57596,883,15470,3,2007,200000,2,99974,1420,136.5,100000,1 Single Family,1 Owner,.
1.00286E+11,56,70310,1185,12055,3,1985,-6,1,393943,2931,131,341943,1 Single Family,2 Renter,0 Not Assisted
1.00286E+11,71,62611,706,11067,1,2004,130000,1,55249,2019,94,0,2 2-4 units,1 Owner,.
1.00286E+11,65,70310,893,11114,2,1985,200000,1,26583,553,245,15800,1 Single Family,1 Owner,.
1.00287E+11,49,55846,949,15439,3,1980,100000,2,25974,827,260.6666667,26000,1 Single Family,1 Owner,.
1.00293E+11,63,61329,1032,12055,3,1985,240000,1,13200,299,107,0,1 Single Family,1 Owner,.
1.00293E+11,38,50723,907,23462,3,1980,200000,4,35974,1732,200,36000,1 Single Family,1 Owner,.
1.00293E+11,-9,50723,542,-6,1,1985,-6,-6,-6,-6,72,-9,3 5-19 units,2 Renter,.
1.00294E+11,49,77954,1343,23428,3,2004,-6,4,102961,2013,204.5833333,103000,1 Single Family,2 Renter,0 Not Assisted
1.00294E+11,60,73559,1251,15470,3,1980,340000,2,174974,2444,311,175000,1 Single Family,1 Owner,.
1.00294E+11,55,77954,1573,23863,4,2004,180000,4,164361,2649,311,158400,1 Single Family,1 Owner,.
1.00294E+11,-9,107300,1191,-6,1,1980,-6,-6,-6,-6,0,-9,3 5-19 units,2 Renter,.
1.00295E+11,44,73559,1467,23863,4,1980,170000,4,129948,1324,257.3333333,130000,1 Single Family,1 Owner,.
1.00295E+11,26,63068,1057,12019,2,2004,230000,1,129987,2056,305.5833333,130000,1 Single Family,1 Owner,.
1.00295E+11,-9,63068,844,-6,1,2004,-6,-6,-6,-6,128,-9,5 50+ units,2 Renter,.
1.00295E+11,43,63068,1530,15470,3,2005,-6,2,39974,1393,176,40000,1 Single Family,2 Renter,0 Not Assisted
1.00295E+11,33,63068,1760,23543,5,2005,120000,4,34974,563,334.6666667,35000,1 Single Family,1 Owner,.
1.00296E+11,64,63068,1989,18622,6,2005,240000,3,34974,1922,374.8333333,35000,1 Single Family,1 Owner,.
1.00296E+11,31,63068,1530,18675,3,2005,-6,3,60474,1510,196.5,60500,1 Single Family,2 Renter,0 Not Assisted
1.00296E+11,57,63068,1530,12036,3,2005,-6,1,74987,1186,185.8333333,75000,1 Single Family,2 Renter,0 Not Assisted
1.00296E+11,50,63068,1760,28735,5,2004,-6,5,122348,2035,215.8333333,121000,1 Single Family,2 Renter,0 Not Assisted
1.00296E+11,-9,63100,1064,-6,2,1985,-6,-6,-6,-6,49,-9,3 5-19 units,2 Renter,.
1.00297E+11,80,54100,843,11096,3,1980,150000,1,18783,338,134,0,1 Single Family,1 Owner,.
1.00298E+11,66,63429,566,11114,1,1985,-6,1,11400,581,64,0,3 5-19 units,2 Renter,0 Not Assisted
1.00298E+11,-9,61292,1094,-6,5,2005,570000,-6,-6,-6,16.66666667,-9,1 Single Family,1 Owner,.
1.00299E+11,31,50723,683,15452,2,2003,130000,2,158974,1776,193,159000,1 Single Family,1 Owner,.
1.00299E+11,39,50723,907,15452,3,2004,-6,2,64987,924,113,56000,1 Single Family,2 Renter,0 Not Assisted
1.00299E+11,93,50723,907,11096,3,2005,180000,1,53000,1260,160,0,1 Single Family,1 Owner,.
1.003E+11,-9,50723,907,-6,3,2006,-6,-6,-6,-6,60,-9,4 20-49 units,2 Renter,.
1.003E+11,69,50723,683,13948,2,2007,140000,2,55000,882,91,20000,4 20-49 units,1 Owner,.
1.003E+11,72,50723,907,13984,3,2006,-6,2,5183,1232,221.3333333,0,1 Single Family,2 Renter,0 Not Assisted
1.003E+11,46,73559,1251,12005,3,1985,200000,1,45987,692,137,46000,1 Single Family,1 Owner,.
1.00302E+11,35,74316,1497,31889,5,2004,380000,6,78134,2651,607,77200,1 Single Family,1 Owner,.
1.00302E+11,41,74316,1497,27570,5,2007,480000,5,155974,3018,426,156000,1 Single Family,1 Owner,.
1.00302E+11,39,74316,1302,12019,3,2006,250000,1,53987,1060,159,54000,1 Single Family,1 Owner,.
1.00303E+11,61,70425,1377,23828,4,1980,-6,4,19948,762,158,20000,1 Single Family,2 Renter,0 Not Assisted
1.00303E+11,-9,60991,988,-6,3,1980,70000,-6,-6,-6,40,-9,1 Single Family,1 Owner,.
1.00303E+11,87,62924,1039,11067,3,1980,120000,1,25200,460,71,0,1 Single Family,1 Owner,.
1.00303E+11,56,61329,1214,24218,4,2005,170000,4,100948,1272,244.5,94000,1 Single Family,1 Owner,.
1.00303E+11,53,60991,1136,18070,5,2007,340000,3,190794,2240,288.6666667,169200,1 Single Family,1 Owner,.
1.00303E+11,-9,77954,1573,-6,4,1980,440000,-6,-6,-6,41.66666667,-9,1 Single Family,1 Owner,.
1.00303E+11,51,61329,1032,24190,3,1980,-6,4,67361,926,201,50000,1 Single Family,2 Renter,0 Not Assisted
1.00304E+11,33,60991,602,12019,1,1985,-6,1,26987,477,77,27000,3 5-19 units,2 Renter,0 Not Assisted
1.00304E+11,59,60991,988,15470,3,1985,160000,2,101987,1369,534,90000,1 Single Family,1 Owner,.
1.00305E+11,41,56545,1058,15452,3,2005,180000,2,34487,1180,134.6666667,32000,1 Single Family,1 Owner,.
1.00306E+11,27,72531,729,12019,1,2005,-6,1,42987,816,76,43000,4 20-49 units,2 Renter,0 Not Assisted
1.00306E+11,29,72531,729,12036,1,1980,-6,1,16800,785,130,0,3 5-19 units,2 Renter,0 Not Assisted
1.00306E+11,46,61329,1187,31941,5,2004,180000,6,44948,452,285,45000,1 Single Family,1 Owner,.
1.00306E+11,70,61329,773,11096,2,2007,170000,1,314235,788,111,0,1 Single Family,1 Owner,.
1.00307E+11,29,72531,729,15537,1,1980,-6,2,101974,769,90.33333333,102000,3 5-19 units,2 Renter,0 Not Assisted
1.00307E+11,-9,72531,1285,-6,5,2009,60000,-6,-6,-6,0,-9,1 Single Family,1 Owner,.
1.00307E+11,42,62066,1058,23543,3,2007,100000,4,37987,639,281,38000,1 Single Family,1 Owner,.
1.00307E+11,47,72531,1285,23500,5,2008,380000,4,172487,1724,197,165000,1 Single Family,1 Owner,.
1.00307E+11,-9,62066,1058,-6,3,1985,-6,-6,-6,-6,149,-9,3 5-19 units,2 Renter,.
1.00307E+11,27,72531,864,18670,2,1985,-6,3,16987,799,199,17000,2 2-4 units,2 Renter,0 Not Assisted
1.0031E+11,65,103900,1843,13948,3,1985,300000,2,149415,1964,272.1666667,149400,1 Single Family,1 Owner,.
1.00311E+11,40,66500,934,23401,3,2003,-6,4,19974,815,115,20000,1 Single Family,2 Renter,0 Not Assisted
1.00311E+11,49,66500,934,23401,3,2005,350000,4,63961,1532,128,64000,1 Single Family,1 Owner,.
1.00311E+11,35,66500,669,18595,2,2008,1,3,103174,173,138.6666667,103200,1 Single Family,1 Owner,.
1.00313E+11,62,64362,1077,15492,3,1985,200000,2,135000,1459,292.3333333,87000,1 Single Family,1 Owner,.
1.00313E+11,33,63226,1473,30868,5,2005,-6,6,94974,2041,281,95000,1 Single Family,2 Renter,0 Not Assisted
1.00313E+11,74,69500,975,13948,2,2008,530000,2,83600,1095,272.0833333,0,1 Single Family,1 Owner,.
1.00315E+11,58,62066,1058,15470,3,2005,280000,2,92100,499,182,87000,1 Single Family,1 Owner,.
1.00315E+11,37,62066,1249,34681,4,2008,280000,7,99974,1915,300.3333333,100000,1 Single Family,1 Owner,.
1.00317E+11,26,79659,976,12019,2,2004,-6,1,37987,1090,145,38000,4 20-49 units,2 Renter,0 Not Assisted
1.00317E+11,32,79659,976,18652,2,2004,-6,3,20974,1084,59,21000,3 5-19 units,2 Renter,1 Assisted
1.00317E+11,81,79659,976,11096,2,2004,-6,1,14880,699,60,0,4 20-49 units,2 Renter,1 Assisted
1.00317E+11,62,79659,976,15470,2,2006,430000,2,334767,2241,152,0,1 Single Family,1 Owner,.
1.00319E+11,36,60060,1282,12071,3,2003,-6,1,79987,1507,207,80000,1 Single Family,2 Renter,0 Not Assisted
1.00319E+11,44,66200,765,12005,1,1980,-6,1,18987,563,103,19000,3 5-19 units,2 Renter,0 Not Assisted
1.00319E+11,72,66200,1290,13948,3,2004,2520000,2,394835,4251,635.0833333,80000,1 Single Family,1 Owner,.
1.00319E+11,65,66200,945,11067,2,2004,380000,1,141250,2563,170,40000,2 2-4 units,1 Owner,.
1.00319E+11,65,59541,1436,13948,4,1980,40000,2,8387,583,269.8333333,0,1 Single Family,1 Owner,.
1.00319E+11,21,60060,769,15470,1,2005,-6,2,94974,943,64,95000,3 5-19 units,2 Renter,0 Not Assisted
1.0032E+11,23,66200,765,18574,1,1980,-6,3,19174,674,74,19200,3 5-19 units,2 Renter,0 Not Assisted
1.0032E+11,46,60060,1282,37969,3,2005,100000,8,-39,1981,181,0,1 Single Family,1 Owner,.
1.0032E+11,43,60060,1474,15517,5,2005,150000,2,177287,2238,312.8333333,177000,1 Single Family,1 Owner,.
1.0032E+11,63,60060,1282,15452,3,2006,120000,2,69452,1242,216.6666667,44000,2 2-4 units,1 Owner,.
1.0032E+11,52,50222,888,12036,3,2004,250000,1,22000,1208,207.6666667,10000,1 Single Family,1 Owner,.
1.00321E+11,42,60060,1528,23462,4,2004,170000,4,100587,667,202.25,49000,1 Single Family,1 Owner,.
1.00321E+11,-9,56800,730,-6,1,1980,-6,-6,-6,-6,116,-9,3 5-19 units,2 Renter,.
1.00321E+11,50,60060,1528,23801,4,2007,400000,4,119948,1882,23.83333333,120000,1 Single Family,1 Owner,.
1.00321E+11,63,56800,915,12019,2,1980,90000,1,5000,232,158,0,1 Single Family,1 Owner,.
1.00322E+11,54,56800,730,12036,1,2009,-6,1,345943,1690,80,341943,5 50+ units,2 Renter,0 Not Assisted
1.00326E+11,65,59541,1208,13948,3,1990,180000,2,79987,958,186.8333333,43000,1 Single Family,1 Owner,.
1.00326E+11,49,44607,867,24253,3,2007,120000,4,52561,965,227.6666667,52600,1 Single Family,1 Owner,.
1.00326E+11,88,50723,907,11080,3,1985,100000,1,14200,216,124,0,1 Single Family,1 Owner,.
1.00327E+11,58,93795,2245,15470,4,1985,550000,2,169974,1558,237.1666667,170000,1 Single Family,1 Owner,.
1.00328E+11,42,42000,572,12019,1,1980,-6,1,86987,720,76.66666667,87000,3 5-19 units,2 Renter,0 Not Assisted
1.00333E+11,33,50723,907,15470,3,1990,160000,2,59974,858,189.6666667,60000,1 Single Family,1 Owner,.
1.00336E+11,56,74008,1243,18070,3,2004,210000,3,114961,572,217,115000,1 Single Family,1 Owner,.
1.00336E+11,42,73600,1436,28229,4,2004,250000,5,108224,2587,319.8333333,107000,1 Single Family,1 Owner,.
1.00336E+11,58,73600,966,15517,2,2004,-6,2,31487,1272,172.1666667,30000,1 Single Family,2 Renter,0 Not Assisted
1.00337E+11,35,73600,966,12071,2,2004,90000,1,25987,784,109,26000,1 Single Family,1 Owner,.
1.00337E+11,34,73600,1436,23500,4,2004,230000,4,104487,1918,186.1666667,91000,1 Single Family,1 Owner,.
1.00337E+11,39,63429,969,23428,3,2003,320000,4,139974,2105,218,140000,1 Single Family,1 Owner,.
1.00337E+11,37,74008,1445,27539,4,2004,150000,5,30961,2515,486,30500,1 Single Family,1 Owner,.
1.00337E+11,52,73600,1436,23931,4,1980,600000,4,395204,3759,443.4166667,390443,1 Single Family,1 Owner,.
1.00339E+11,44,60060,1528,15470,4,2004,80000,2,67987,539,372,0,1 Single Family,1 Owner,.
1.00339E+11,58,38500,812,15470,3,1985,150000,2,69987,1605,404.6666667,52500,1 Single Family,1 Owner,.
1.00339E+11,37,60060,956,15905,2,2003,90000,2,25800,186,48,0,1 Single Family,1 Owner,.
1.00339E+11,19,38500,652,15492,2,2005,-6,2,47974,593,93.33333333,48000,2 2-4 units,2 Renter,0 Not Assisted
1.00339E+11,69,38500,652,13964,2,2005,-6,2,12987,380,80,0,2 2-4 units,2 Renter,1 Assisted
1.0034E+11,38,60060,1282,31889,3,2005,90000,6,62961,1819,502.6666667,63000,1 Single Family,1 Owner,.
1.0034E+11,80,38500,991,13964,4,2007,600000,2,41974,1775,250.25,42000,1 Single Family,1 Owner,.
1.00341E+11,37,61329,1214,23500,4,2006,-6,4,61107,1540,265,40300,1 Single Family,2 Renter,0 Not Assisted
1.00341E+11,-9,62066,792,-6,2,2008,-6,-6,-6,-6,149.6666667,-9,3 5-19 units,2 Renter,.
1.00351E+11,68,55846,949,13964,3,2004,390000,2,62267,301,62,0,1 Single Family,1 Owner,.
1.00351E+11,61,55846,949,15517,3,2009,90000,2,34974,1488,271,35000,1 Single Family,1 Owner,.
1.00355E+11,80,64362,751,11080,2,2004,130000,1,30900,1114,146,0,1 Single Family,1 Owner,.
1.00355E+11,45,64362,576,12019,1,1995,-6,1,28987,718,118,29000,3 5-19 units,2 Renter,0 Not Assisted
1.00356E+11,54,60300,755,15452,1,1980,-6,2,314222,742,167,0,5 50+ units,2 Renter,0 Not Assisted
1.00356E+11,54,62066,1058,15452,3,1980,140000,2,41947,1324,449,7000,1 Single Family,1 Owner,.
1.00356E+11,-9,60300,1173,-6,3,1980,10000,-6,-6,-6,10.16666667,-9,1 Single Family,1 Owner,.
1.00359E+11,32,72300,1054,23401,1,1980,-6,4,11974,605,0,12000,3 5-19 units,2 Renter,1 Assisted
1.00359E+11,43,77566,1435,27610,4,2004,350000,5,107974,2527,427.1666667,108000,1 Single Family,1 Owner,.
1.00364E+11,28,73738,956,18595,2,1985,-6,3,97974,1211,168,98000,3 5-19 units,2 Renter,0 Not Assisted
1.00365E+11,40,71200,1073,27610,3,1980,150000,5,84974,1240,190,85000,1 Single Family,1 Owner,.
1.00365E+11,47,64182,1002,28302,3,2004,200000,5,132361,1277,177.3333333,130000,1 Single Family,1 Owner,.
1.00365E+11,65,71200,1195,18050,4,2007,530000,3,204694,4204,497.5833333,180000,1 Single Family,1 Owner,.
1.00365E+11,62,71200,1234,18050,5,1985,210000,3,54961,1892,302,55000,1 Single Family,1 Owner,.
1.00366E+11,-9,91800,1955,-6,3,1985,-6,-6,-6,-6,0,-9,1 Single Family,2 Renter,.
1.00369E+11,21,66500,518,15470,1,2004,-6,2,37174,576,46,37200,3 5-19 units,2 Renter,0 Not Assisted
1.00369E+11,27,69775,1037,18675,3,2008,200000,3,104974,1418,375.9166667,105000,1 Single Family,1 Owner,.
1.00372E+11,40,71022,1232,27570,4,2005,650000,5,384904,4464,147,384943,1 Single Family,1 Owner,.
1.00372E+11,75,69775,1037,13948,3,1990,180000,2,33200,1603,128.3333333,0,3 5-19 units,1 Owner,.
1.00372E+11,47,69775,753,12019,2,1990,150000,1,68100,1315,98.66666667,68000,3 5-19 units,1 Owner,.
1.00374E+11,78,63221,552,11080,1,1980,-6,1,11000,308,28,0,5 50+ units,2 Renter,1 Assisted
1.00374E+11,60,63221,1151,15452,4,1985,230000,2,353930,1188,255,341943,1 Single Family,1 Owner,.
1.00375E+11,43,66100,935,12055,2,1985,130000,1,44987,1063,141.4166667,45000,3 5-19 units,1 Owner,.
1.00376E+11,-9,63200,757,-6,1,1985,-6,-6,-6,-6,60,-9,3 5-19 units,2 Renter,.
1.0038E+11,20,52500,804,15517,2,1980,-6,2,64574,896,46,64600,2 2-4 units,2 Renter,0 Not Assisted
1.0038E+11,43,70724,2101,23509,4,2007,-6,4,13674,801,80,0,3 5-19 units,2 Renter,1 Assisted
1.0038E+11,27,52500,1424,23428,4,2007,-6,4,91874,1851,180,91900,1 Single Family,2 Renter,0 Not Assisted
1.0038E+11,50,52500,804,15492,2,2007,-6,2,44974,108,108,45000,1 Single Family,2 Renter,0 Not Assisted
1.00381E+11,31,52500,804,27654,2,1985,-6,5,24987,535,55,2273,1 Single Family,2 Renter,0 Not Assisted
1.00381E+11,31,67676,1210,27654,2,1980,-6,5,44474,555,75,44500,1 Single Family,2 Renter,0 Not Assisted
1.00381E+11,48,67676,1210,29153,2,1980,-6,5,17948,524,44,18000,2 2-4 units,2 Renter,0 Not Assisted
1.00381E+11,-9,49875,574,-6,1,1980,-6,-6,-6,-6,175.3333333,-9,3 5-19 units,2 Renter,.
1.00381E+11,19,44607,666,12019,2,1980,80000,1,24987,769,240,25000,1 Single Family,1 Owner,.
1.00381E+11,71,95372,1390,11096,2,2006,330000,1,18600,982,273.6666667,0,1 Single Family,1 Owner,.
1.00382E+11,58,91800,1410,18050,2,1985,200000,3,24961,1563,299,25000,1 Single Family,1 Owner,.
1.00382E+11,57,70200,964,12005,2,1980,-6,1,47456,821,33,47000,2 2-4 units,2 Renter,0 Not Assisted
1.00384E+11,50,105900,2367,18126,5,2004,290000,3,109219,947,145.3333333,104000,1 Single Family,1 Owner,.
1.00384E+11,79,105900,1583,13964,2,2006,-6,2,31224,2195,195,0,1 Single Family,2 Renter,0 Not Assisted
1.00385E+11,55,105900,2675,15492,6,2008,2520000,2,109100,4919,303.3333333,103000,1 Single Family,1 Owner,.
1.00386E+11,31,57596,664,15470,2,2003,-6,2,74974,897,75,75000,3 5-19 units,2 Renter,0 Not Assisted
1.00386E+11,56,57596,883,15470,3,2004,250000,2,70974,1687,104,71000,1 Single Family,1 Owner,.
1.00389E+11,64,61228,1105,15452,3,2007,170000,2,237,352,135.1666667,0,1 Single Family,1 Owner,.
1.00389E+11,25,59152,1278,23500,4,2004,200000,4,95974,1557,331.6666667,96000,1 Single Family,1 Owner,.
1.00389E+11,26,67496,701,12005,1,2005,-6,1,42580,1101,99,42500,3 5-19 units,2 Renter,0 Not Assisted
1.00389E+11,33,67496,1183,18591,3,2005,-6,3,-13,762,212,0,3 5-19 units,2 Renter,1 Assisted
1.00394E+11,36,64182,1002,27539,3,2004,260000,5,70600,1807,165.3333333,0,1 Single Family,1 Owner,.
1.00404E+11,59,86324,1721,18050,3,2005,230000,3,104961,1015,180.8333333,105000,1 Single Family,1 Owner,.
1.00408E+11,30,59516,743,15537,2,1980,-6,2,54987,777,102,23000,3 5-19 units,2 Renter,1 Assisted
1.00408E+11,48,63000,1191,12055,0,2004,-6,1,9540,235,78,0,4 20-49 units,2 Renter,1 Assisted
1.00408E+11,34,63000,1474,15537,2,2001,-6,2,25974,485,0,26000,2 2-4 units,2 Renter,0 Not Assisted
1.0041E+11,50,62600,1577,12019,3,1980,-6,1,9600,559,142.1666667,0,1 Single Family,2 Renter,0 Not Assisted
1.0041E+11,37,63068,1760,23462,5,2004,-6,4,27724,1542,141.6666667,27750,1 Single Family,2 Renter,0 Not Assisted
1.0041E+11,58,62600,1116,15452,2,1980,-6,2,238087,2442,0,208000,1 Single Family,2 Renter,0 Not Assisted
1.0041E+11,48,63068,1760,24218,5,2005,-6,4,64974,1723,328,45000,1 Single Family,2 Renter,0 Not Assisted
1.00411E+11,72,64165,1948,27570,4,2004,-6,5,26363,1928,278,4800,1 Single Family,2 Renter,0 Not Assisted
1.00411E+11,33,63068,1827,23401,4,2003,310000,4,48037,2054,220.5,48000,1 Single Family,1 Owner,.
1.00411E+11,81,63068,1827,18050,4,2004,150000,3,12887,1286,329.4166667,0,1 Single Family,1 Owner,.
1.00411E+11,45,63068,1827,29153,4,2006,120000,5,26948,1011,288.5,27000,1 Single Family,1 Owner,.
1.00411E+11,48,69500,784,12019,1,1985,-6,1,64987,811,54,65000,3 5-19 units,2 Renter,0 Not Assisted
1.00412E+11,52,69500,1430,23401,3,1990,-6,4,62000,1666,147,2000,2 2-4 units,2 Renter,0 Not Assisted
1.00416E+11,39,93795,1876,23500,3,1980,450000,4,171987,3005,414.6666667,170000,1 Single Family,1 Owner,.
1.00419E+11,-9,56613,868,-6,2,1990,-6,-6,-6,-6,0,-9,1 Single Family,2 Renter,.
1.00423E+11,23,61300,870,18574,2,1985,-6,3,14400,1003,203.1666667,0,3 5-19 units,2 Renter,0 Not Assisted
1.00424E+11,67,61300,693,11057,1,1985,-6,1,15480,742,57,0,3 5-19 units,2 Renter,0 Not Assisted
1.00424E+11,71,59156,1102,13948,3,2007,530000,2,114200,667,204,7200,1 Single Family,1 Owner,.
1.00424E+11,65,59156,1262,18070,4,1985,350000,3,113974,1561,136,90000,1 Single Family,1 Owner,.
1.00425E+11,47,67676,1987,18126,4,2007,-6,3,193961,1516,216.25,194000,1 Single Family,2 Renter,0 Not Assisted
1.00425E+11,30,67676,1987,18622,4,2008,190000,3,79974,1271,271.3333333,80000,1 Single Family,1 Owner,.
1.00426E+11,51,50723,683,15470,2,2005,-6,2,14387,279,79,0,3 5-19 units,2 Renter,1 Assisted
1.00426E+11,80,50723,907,11080,3,1980,100000,1,2350,350,200,0,1 Single Family,1 Owner,.
1.00427E+11,63,50723,907,12019,3,1990,80000,1,25000,553,128,0,1 Single Family,1 Owner,.
1.00431E+11,74,56368,1059,18050,4,1985,100000,3,41755,430,171,26000,1 Single Family,1 Owner,.
1.00431E+11,51,61917,828,12071,2,1980,-6,1,86800,1271,259,70000,1 Single Family,2 Renter,0 Not Assisted
1.00431E+11,54,61917,1056,15470,3,2004,370000,2,-26,1950,402,0,1 Single Family,1 Owner,.
